Epoch,accuracy,loss,val_accuracy,val_loss
1,0.5960144996643066,0.6620426774024963,0.6935483813285828,0.5594791173934937
2,0.75,0.5132938027381897,0.725806474685669,0.4673902690410614
3,0.7699275612831116,0.4746696949005127,0.7580645084381104,0.4377548396587372
4,0.7753623127937317,0.4599546790122986,0.7580645084381104,0.42781707644462585
5,0.782608687877655,0.4508419632911682,0.7580645084381104,0.42270296812057495
6,0.782608687877655,0.44426852464675903,0.7580645084381104,0.41879549622535706
7,0.7880434989929199,0.43859028816223145,0.7580645084381104,0.4157972037792206
8,0.7952898740768433,0.4335367977619171,0.774193525314331,0.4127453565597534
9,0.7952898740768433,0.4289761781692505,0.774193525314331,0.40936610102653503
10,0.7989130616188049,0.4246383011341095,0.7903226017951965,0.40647298097610474
11,0.8007246255874634,0.4206242561340332,0.7903226017951965,0.40249350666999817
12,0.8061594367027283,0.41701745986938477,0.7903226017951965,0.39993199706077576
13,0.8079710006713867,0.4130524694919586,0.7903226017951965,0.3969002068042755
14,0.8134058117866516,0.4093736708164215,0.8064516186714172,0.3947693109512329
15,0.8188405632972717,0.4057811200618744,0.8064516186714172,0.39317578077316284
16,0.820652186870575,0.4021419286727905,0.8064516186714172,0.39121493697166443
17,0.8242753744125366,0.398603230714798,0.8064516186714172,0.3893503248691559
18,0.8242753744125366,0.3947146236896515,0.8064516186714172,0.3878508508205414
19,0.8242753744125366,0.39109331369400024,0.8064516186714172,0.3861237168312073
20,0.8242753744125366,0.3874437212944031,0.8064516186714172,0.38418349623680115
21,0.8242753744125366,0.38371407985687256,0.8064516186714172,0.3828052878379822
22,0.8260869383811951,0.3796554505825043,0.8064516186714172,0.38192540407180786
23,0.83152174949646,0.3760347366333008,0.8064516186714172,0.3813959062099457
24,0.83152174949646,0.3719407916069031,0.8064516186714172,0.3795745074748993
25,0.8333333134651184,0.3680996000766754,0.8064516186714172,0.3774307072162628
26,0.8351449370384216,0.3637222349643707,0.8225806355476379,0.3763539791107178
27,0.8387681245803833,0.35950639843940735,0.8225806355476379,0.37584736943244934
28,0.8442028760910034,0.35545814037323,0.8225806355476379,0.3747929036617279
29,0.8442028760910034,0.35068944096565247,0.8387096524238586,0.37454837560653687
30,0.8478260636329651,0.34624671936035156,0.8225806355476379,0.3738071024417877
